Column	Row	ProbeName	ID	RefNumber	ControlType	GeneName	TopHit	Description	Go	ChromosomalLocation	EntrezGeneID
87	128		36608	20915	FALSE			Unknown		unmapped	
88	128		42197	20916	FALSE			Unknown		unmapped	
89	128		47335	20917	FALSE			Unknown		unmapped	
90	128		11557	20918	FALSE			Unknown		unmapped	
91	128		30115	20919	FALSE			Unknown		unmapped	
92	128		16738	20920	FALSE			Unknown		unmapped	
93	128	b0122	A_07_P002572	20921	FALSE	yacC	cmr|b0122|cmr|b0122|asap|ABE-0000423	"orf, hypothetical protein [b0122]"		unmapped	
94	128		50742	20922	FALSE			Unknown		unmapped	
95	128		28510	20923	FALSE			Unknown		unmapped	
96	128		48870	20924	FALSE			Unknown		unmapped	
97	128		54683	20925	FALSE			Unknown		unmapped	
98	128		29941	20926	FALSE			Unknown		unmapped	
99	128		16342	20927	FALSE			Unknown		unmapped	
100	128		45174	20928	FALSE			Unknown		unmapped	
101	128		36788	20929	FALSE			Unknown		unmapped	
102	128		27205	20930	FALSE			Unknown		unmapped	
103	128		49886	20931	FALSE			Unknown		unmapped	
104	128		46510	20932	FALSE			Unknown		unmapped	
105	128		50186	20933	FALSE			Unknown		unmapped	
106	128		27186	20934	FALSE			Unknown		unmapped	
107	128		42420	20935	FALSE			Unknown		unmapped	
108	128	b1883	A_07_P016092	20936	FALSE	cheB	cmr|b1883|cmr|b1883|asap|ABE-0006284	response regulator for chemotaxis [b1883]		unmapped	
109	128		33739	20937	FALSE			Unknown		unmapped	
110	128		37228	20938	FALSE			Unknown		unmapped	
111	128		27401	20939	FALSE			Unknown		unmapped	
112	128		55334	20940	FALSE			Unknown		unmapped	
113	128		45417	20941	FALSE			Unknown		unmapped	
114	128		16382	20942	FALSE			Unknown		unmapped	
115	128		58409	20943	FALSE			Unknown		unmapped	
116	128		42035	20944	FALSE			Unknown		unmapped	
117	128	b0122	A_07_P002572	20945	FALSE	yacC	cmr|b0122|cmr|b0122|asap|ABE-0000423	"orf, hypothetical protein [b0122]"		unmapped	
118	128		1165	20946	FALSE			Unknown		unmapped	
119	128		34820	20947	FALSE			Unknown		unmapped	
120	128		45842	20948	FALSE			Unknown		unmapped	
121	128		58505	20949	FALSE			Unknown		unmapped	
122	128		25433	20950	FALSE			Unknown		unmapped	
123	128		9503	20951	FALSE			Unknown		unmapped	
124	128		41844	20952	FALSE			Unknown		unmapped	
125	128		35631	20953	FALSE			Unknown		unmapped	
126	128		27830	20954	FALSE			Unknown		unmapped	
127	128		6715	20955	FALSE			Unknown		unmapped	
128	128		5507	20956	FALSE			Unknown		unmapped	
129	128		52695	20957	FALSE			Unknown		unmapped	
130	128		21092	20958	FALSE			Unknown		unmapped	
131	128		6192	20959	FALSE			Unknown		unmapped	
132	128		46257	20960	FALSE			Unknown		unmapped	
133	128		15770	20961	FALSE			Unknown		unmapped	
134	128	E1A_r60_a104	(+)E1A_r60_a104	20962	pos	(+)E1A_r60_a104		Unknown		Unknown	
135	128		41971	20963	FALSE			Unknown		unmapped	
136	128		39177	20964	FALSE			Unknown		unmapped	
137	128		3132	20965	FALSE			Unknown		unmapped	
138	128		47140	20966	FALSE			Unknown		unmapped	
139	128		15428	20967	FALSE			Unknown		unmapped	
140	128		57539	20968	FALSE			Unknown		unmapped	
141	128		26855	20969	FALSE			Unknown		unmapped	
142	128		20967	20970	FALSE			Unknown		unmapped	
143	128		44798	20971	FALSE			Unknown		unmapped	
144	128		41812	20972	FALSE			Unknown		unmapped	
145	128		55399	20973	FALSE			Unknown		unmapped	
146	128		34464	20974	FALSE			Unknown		unmapped	
147	128		35933	20975	FALSE			Unknown		unmapped	
148	128		59071	20976	FALSE			Unknown		unmapped	
149	128		54176	20977	FALSE			Unknown		unmapped	
150	128		32743	20978	FALSE			Unknown		unmapped	
151	128		44343	20979	FALSE			Unknown		unmapped	
152	128		23496	20980	FALSE			Unknown		unmapped	
153	128		ERCC-00104_60	20981	pos	ERCC-00104_60		Unknown		Unknown	
154	128		6342	20982	FALSE			Unknown		unmapped	
155	128		36084	20983	FALSE			Unknown		unmapped	
156	128		2705	20984	FALSE			Unknown		unmapped	
157	128		33790	20985	FALSE			Unknown		unmapped	
158	128		48976	20986	FALSE			Unknown		unmapped	
159	128		36728	20987	FALSE			Unknown		unmapped	
160	128		35116	20988	FALSE			Unknown		unmapped	
161	128		24220	20989	FALSE			Unknown		unmapped	
162	128		47743	20990	FALSE			Unknown		unmapped	
163	128		33327	20991	FALSE			Unknown		unmapped	
164	128		58174	20992	FALSE			Unknown		unmapped	
1	129		56668	20993	FALSE			Unknown		unmapped	
2	129		2305	20994	FALSE			Unknown		unmapped	
3	129		51291	20995	FALSE			Unknown		unmapped	
4	129		7950	20996	FALSE			Unknown		unmapped	
5	129		13557	20997	FALSE			Unknown		unmapped	
6	129		59283	20998	FALSE			Unknown		unmapped	
7	129		54507	20999	FALSE			Unknown		unmapped	
8	129		24442	21000	FALSE			Unknown		unmapped	
9	129		49278	21001	FALSE			Unknown		unmapped	
10	129		51999	21002	FALSE			Unknown		unmapped	
11	129		29015	21003	FALSE			Unknown		unmapped	
12	129		53213	21004	FALSE			Unknown		unmapped	
13	129		11461	21005	FALSE			Unknown		unmapped	
14	129		25532	21006	FALSE			Unknown		unmapped	
15	129		34183	21007	FALSE			Unknown		unmapped	
16	129		18869	21008	FALSE			Unknown		unmapped	
17	129		2076	21009	FALSE			Unknown		unmapped	
18	129		18829	21010	FALSE			Unknown		unmapped	
19	129		58966	21011	FALSE			Unknown		unmapped	
20	129		50962	21012	FALSE			Unknown		unmapped	
21	129		23722	21013	FALSE			Unknown		unmapped	
22	129		51141	21014	FALSE			Unknown		unmapped	
23	129	b3238	A_07_P012663	21015	FALSE	yhcN	cmr|b3238|cmr|b3238|asap|ABE-0010623	"orf, hypothetical protein [b3238]"		unmapped	
24	129		36409	21016	FALSE			Unknown		unmapped	
25	129		8530	21017	FALSE			Unknown		unmapped	
26	129		26863	21018	FALSE			Unknown		unmapped	
27	129		253	21019	FALSE			Unknown		unmapped	
28	129		57541	21020	FALSE			Unknown		unmapped	
29	129		58437	21021	FALSE			Unknown		unmapped	
30	129		58438	21022	FALSE			Unknown		unmapped	
31	129		18218	21023	FALSE			Unknown		unmapped	
32	129		50436	21024	FALSE			Unknown		unmapped	
33	129		51114	21025	FALSE			Unknown		unmapped	
34	129		19289	21026	FALSE			Unknown		unmapped	
35	129		30692	21027	FALSE			Unknown		unmapped	
36	129		38097	21028	FALSE			Unknown		unmapped	
37	129		7532	21029	FALSE			Unknown		unmapped	
38	129		50459	21030	FALSE			Unknown		unmapped	
39	129		37261	21031	FALSE			Unknown		unmapped	
40	129		37770	21032	FALSE			Unknown		unmapped	
41	129		13832	21033	FALSE			Unknown		unmapped	
42	129		37888	21034	FALSE			Unknown		unmapped	
43	129		20797	21035	FALSE			Unknown		unmapped	
44	129		27182	21036	FALSE			Unknown		unmapped	
45	129		44141	21037	FALSE			Unknown		unmapped	
46	129		22004	21038	FALSE			Unknown		unmapped	
47	129		25461	21039	FALSE			Unknown		unmapped	
48	129		5335	21040	FALSE			Unknown		unmapped	
49	129		58529	21041	FALSE			Unknown		unmapped	
50	129		22033	21042	FALSE			Unknown		unmapped	
51	129		23975	21043	FALSE			Unknown		unmapped	
52	129		38787	21044	FALSE			Unknown		unmapped	
53	129		38792	21045	FALSE			Unknown		unmapped	
54	129		50887	21046	FALSE			Unknown		unmapped	
55	129		25156	21047	FALSE			Unknown		unmapped	
56	129		38540	21048	FALSE			Unknown		unmapped	
57	129		39162	21049	FALSE			Unknown		unmapped	
58	129		16693	21050	FALSE			Unknown		unmapped	
59	129		16221	21051	FALSE			Unknown		unmapped	
60	129		7760	21052	FALSE			Unknown		unmapped	
61	129		58643	21053	FALSE			Unknown		unmapped	
62	129		23574	21054	FALSE			Unknown		unmapped	
63	129		35342	21055	FALSE			Unknown		unmapped	
64	129		23162	21056	FALSE			Unknown		unmapped	
65	129		22578	21057	FALSE			Unknown		unmapped	
66	129		19619	21058	FALSE			Unknown		unmapped	
67	129		46397	21059	FALSE			Unknown		unmapped	
68	129		58018	21060	FALSE			Unknown		unmapped	
69	129		20546	21061	FALSE			Unknown		unmapped	
70	129		35547	21062	FALSE			Unknown		unmapped	
71	129		37009	21063	FALSE			Unknown		unmapped	
72	129		46339	21064	FALSE			Unknown		unmapped	
73	129		55116	21065	FALSE			Unknown		unmapped	
74	129		39180	21066	FALSE			Unknown		unmapped	
75	129		23013	21067	FALSE			Unknown		unmapped	
76	129		23117	21068	FALSE			Unknown		unmapped	
77	129		13825	21069	FALSE			Unknown		unmapped	
78	129		24000	21070	FALSE			Unknown		unmapped	
79	129		10206	21071	FALSE			Unknown		unmapped	
80	129		9805	21072	FALSE			Unknown		unmapped	
81	129		28539	21073	FALSE			Unknown		unmapped	
82	129		27022	21074	FALSE			Unknown		unmapped	
83	129		57698	21075	FALSE			Unknown		unmapped	
84	129	b1956	A_07_P015139	21076	FALSE	yedQ	cmr|b1956|cmr|b1956|asap|ABE-0006495	"orf, hypothetical protein [b1956]"		unmapped	
85	129		38322	21077	FALSE			Unknown		unmapped	
86	129		30103	21078	FALSE			Unknown		unmapped	
87	129		25475	21079	FALSE			Unknown		unmapped	
88	129		35138	21080	FALSE			Unknown		unmapped	
89	129		3623	21081	FALSE			Unknown		unmapped	
90	129		30386	21082	FALSE			Unknown		unmapped	
91	129	b3387	A_07_P017965	21083	FALSE	dam	cmr|b3387|cmr|b3387|asap|ABE-0011063	DNA adenine methylase [b3387]		unmapped	
92	129		19589	21084	FALSE			Unknown		unmapped	
93	129		27600	21085	FALSE			Unknown		unmapped	
94	129		19133	21086	FALSE			Unknown		unmapped	
95	129		51170	21087	FALSE			Unknown		unmapped	
96	129		54137	21088	FALSE			Unknown		unmapped	
97	129		28506	21089	FALSE			Unknown		unmapped	
98	129		15318	21090	FALSE			Unknown		unmapped	
99	129		1273	21091	FALSE			Unknown		unmapped	
100	129		27026	21092	FALSE			Unknown		unmapped	
101	129		42184	21093	FALSE			Unknown		unmapped	
102	129		40005	21094	FALSE			Unknown		unmapped	
103	129		17763	21095	FALSE			Unknown		unmapped	
104	129		52387	21096	FALSE			Unknown		unmapped	
105	129		11170	21097	FALSE			Unknown		unmapped	
106	129		56851	21098	FALSE			Unknown		unmapped	
107	129		9955	21099	FALSE			Unknown		unmapped	
108	129		6532	21100	FALSE			Unknown		unmapped	
109	129		27566	21101	FALSE			Unknown		unmapped	
110	129		3xSLv1	21102	neg	3xSLv1		Unknown		Unknown	
111	129		7476	21103	FALSE			Unknown		unmapped	
112	129		29010	21104	FALSE			Unknown		unmapped	
113	129		40243	21105	FALSE			Unknown		unmapped	
114	129		6000	21106	FALSE			Unknown		unmapped	
115	129		33143	21107	FALSE			Unknown		unmapped	
116	129	DCP_22_0	DCP_22_0	21108	pos	DCP_22_0		Unknown		Unknown	
117	129	b2906	A_07_P006496	21109	FALSE	visC	cmr|b2906|cmr|b2906|asap|ABE-0009543	"orf, hypothetical protein [b2906]"		unmapped	
118	129		37317	21110	FALSE			Unknown		unmapped	
119	129		47361	21111	FALSE			Unknown		unmapped	
120	129		35408	21112	FALSE			Unknown		unmapped	
121	129		57954	21113	FALSE			Unknown		unmapped	
122	129		6277	21114	FALSE			Unknown		unmapped	
123	129		56017	21115	FALSE			Unknown		unmapped	
124	129		8207	21116	FALSE			Unknown		unmapped	
125	129		51631	21117	FALSE			Unknown		unmapped	
126	129		34889	21118	FALSE			Unknown		unmapped	
127	129		18015	21119	FALSE			Unknown		unmapped	
128	129		16386	21120	FALSE			Unknown		unmapped	
129	129		25361	21121	FALSE			Unknown		unmapped	
130	129		12859	21122	FALSE			Unknown		unmapped	
131	129		11204	21123	FALSE			Unknown		unmapped	
132	129		691	21124	FALSE			Unknown		unmapped	
133	129		39760	21125	FALSE			Unknown		unmapped	
134	129		52601	21126	FALSE			Unknown		unmapped	
135	129		34293	21127	FALSE			Unknown		unmapped	
136	129		30190	21128	FALSE			Unknown		unmapped	
137	129		59320	21129	FALSE			Unknown		unmapped	
138	129		28292	21130	FALSE			Unknown		unmapped	
139	129		12844	21131	FALSE			Unknown		unmapped	
140	129		1043	21132	FALSE			Unknown		unmapped	
141	129		40293	21133	FALSE			Unknown		unmapped	
142	129		11638	21134	FALSE			Unknown		unmapped	
143	129		7868	21135	FALSE			Unknown		unmapped	
144	129		42778	21136	FALSE			Unknown		unmapped	
145	129		5692	21137	FALSE			Unknown		unmapped	
146	129		25182	21138	FALSE			Unknown		unmapped	
147	129		25235	21139	FALSE			Unknown		unmapped	
148	129		19505	21140	FALSE			Unknown		unmapped	
149	129		18623	21141	FALSE			Unknown		unmapped	
150	129		46589	21142	FALSE			Unknown		unmapped	
151	129		40973	21143	FALSE			Unknown		unmapped	
152	129		15679	21144	FALSE			Unknown		unmapped	
153	129		46470	21145	FALSE			Unknown		unmapped	
154	129		59375	21146	FALSE			Unknown		unmapped	
155	129		38265	21147	FALSE			Unknown		unmapped	
156	129		38015	21148	FALSE			Unknown		unmapped	
157	129		39862	21149	FALSE			Unknown		unmapped	
158	129		783	21150	FALSE			Unknown		unmapped	
159	129		47532	21151	FALSE			Unknown		unmapped	
160	129		26266	21152	FALSE			Unknown		unmapped	
161	129		23481	21153	FALSE			Unknown		unmapped	
162	129		37238	21154	FALSE			Unknown		unmapped	
163	129		10159	21155	FALSE			Unknown		unmapped	
164	129		52356	21156	FALSE			Unknown		unmapped	
1	130		35403	21157	FALSE			Unknown		unmapped	
2	130		19970	21158	FALSE			Unknown		unmapped	
3	130		54629	21159	FALSE			Unknown		unmapped	
4	130		34506	21160	FALSE			Unknown		unmapped	
5	130		57889	21161	FALSE			Unknown		unmapped	
6	130		44863	21162	FALSE			Unknown		unmapped	
7	130		10249	21163	FALSE			Unknown		unmapped	
8	130		29526	21164	FALSE			Unknown		unmapped	
9	130		44441	21165	FALSE			Unknown		unmapped	
10	130		46304	21166	FALSE			Unknown		unmapped	
11	130		28601	21167	FALSE			Unknown		unmapped	
12	130		7127	21168	FALSE			Unknown		unmapped	
13	130		11485	21169	FALSE			Unknown		unmapped	
14	130		13846	21170	FALSE			Unknown		unmapped	
15	130		1057	21171	FALSE			Unknown		unmapped	
16	130		6919	21172	FALSE			Unknown		unmapped	
17	130		44069	21173	FALSE			Unknown		unmapped	
18	130		27534	21174	FALSE			Unknown		unmapped	
19	130		44383	21175	FALSE			Unknown		unmapped	
20	130	E1A_r60_1	(+)E1A_r60_1	21176	pos	(+)E1A_r60_1		Unknown		Unknown	
21	130		22159	21177	FALSE			Unknown		unmapped	
22	130		32132	21178	FALSE			Unknown		unmapped	
23	130		30866	21179	FALSE			Unknown		unmapped	
24	130		57304	21180	FALSE			Unknown		unmapped	
25	130		2371	21181	FALSE			Unknown		unmapped	
26	130		43228	21182	FALSE			Unknown		unmapped	
27	130		34622	21183	FALSE			Unknown		unmapped	
28	130		12	21184	FALSE			Unknown		unmapped	
29	130		32381	21185	FALSE			Unknown		unmapped	
30	130		39891	21186	FALSE			Unknown		unmapped	
31	130	b2966	A_07_P011975	21187	FALSE	yqgA	cmr|b2966|cmr|b2966|asap|ABE-0009736	putative transport protein [b2966]		unmapped	
32	130		59603	21188	FALSE			Unknown		unmapped	
33	130		34967	21189	FALSE			Unknown		unmapped	
34	130		8122	21190	FALSE			Unknown		unmapped	
35	130		35788	21191	FALSE			Unknown		unmapped	
36	130		10928	21192	FALSE			Unknown		unmapped	
37	130		52473	21193	FALSE			Unknown		unmapped	
38	130		8857	21194	FALSE			Unknown		unmapped	
39	130		51702	21195	FALSE			Unknown		unmapped	
40	130		93	21196	FALSE			Unknown		unmapped	
41	130		15721	21197	FALSE			Unknown		unmapped	
42	130		12639	21198	FALSE			Unknown		unmapped	
43	130		3869	21199	FALSE			Unknown		unmapped	
44	130		5541	21200	FALSE			Unknown		unmapped	
45	130		47485	21201	FALSE			Unknown		unmapped	
46	130		8368	21202	FALSE			Unknown		unmapped	
47	130		2018	21203	FALSE			Unknown		unmapped	
48	130		8945	21204	FALSE			Unknown		unmapped	
49	130		16464	21205	FALSE			Unknown		unmapped	
50	130		13346	21206	FALSE			Unknown		unmapped	
51	130		43963	21207	FALSE			Unknown		unmapped	
52	130		7074	21208	FALSE			Unknown		unmapped	
53	130		31	21209	FALSE			Unknown		unmapped	
54	130		11452	21210	FALSE			Unknown		unmapped	
55	130		18954	21211	FALSE			Unknown		unmapped	
56	130		56358	21212	FALSE			Unknown		unmapped	
57	130		32310	21213	FALSE			Unknown		unmapped	
58	130		25988	21214	FALSE			Unknown		unmapped	
59	130		35928	21215	FALSE			Unknown		unmapped	
60	130		17154	21216	FALSE			Unknown		unmapped	
61	130		21643	21217	FALSE			Unknown		unmapped	
62	130		34777	21218	FALSE			Unknown		unmapped	
63	130		53468	21219	FALSE			Unknown		unmapped	
64	130		46413	21220	FALSE			Unknown		unmapped	
65	130		58457	21221	FALSE			Unknown		unmapped	
66	130		14522	21222	FALSE			Unknown		unmapped	
67	130	b1743	A_07_P018763	21223	FALSE	spy	cmr|b1743|cmr|b1743|asap|ABE-0005812	periplasmic protein related to spheroblast formation [b1743]		unmapped	
68	130		56949	21224	FALSE			Unknown		unmapped	
69	130		195	21225	FALSE			Unknown		unmapped	
70	130		14046	21226	FALSE			Unknown		unmapped	
71	130		24154	21227	FALSE			Unknown		unmapped	
72	130		7482	21228	FALSE			Unknown		unmapped	
73	130		18382	21229	FALSE			Unknown		unmapped	
74	130		57404	21230	FALSE			Unknown		unmapped	
75	130		27163	21231	FALSE			Unknown		unmapped	
76	130		21150	21232	FALSE			Unknown		unmapped	
77	130		40752	21233	FALSE			Unknown		unmapped	
78	130		22241	21234	FALSE			Unknown		unmapped	
79	130		58187	21235	FALSE			Unknown		unmapped	
80	130		43347	21236	FALSE			Unknown		unmapped	
81	130	b4307	A_07_P004061	21237	FALSE	yjhQ	cmr|b4307|cmr|b4307|asap|ABE-0014119	"orf, hypothetical protein [b4307]"		unmapped	
82	130		3xSLv1	21238	neg	3xSLv1		Unknown		Unknown	
83	130		1874	21239	FALSE			Unknown		unmapped	
84	130		24035	21240	FALSE			Unknown		unmapped	
85	130		3658	21241	FALSE			Unknown		unmapped	
86	130		23720	21242	FALSE			Unknown		unmapped	
87	130		38529	21243	FALSE			Unknown		unmapped	
88	130		1249	21244	FALSE			Unknown		unmapped	
89	130		1790	21245	FALSE			Unknown		unmapped	
90	130		17027	21246	FALSE			Unknown		unmapped	
91	130		16337	21247	FALSE			Unknown		unmapped	
92	130		43794	21248	FALSE			Unknown		unmapped	
93	130		45350	21249	FALSE			Unknown		unmapped	
94	130		3904	21250	FALSE			Unknown		unmapped	
95	130		51772	21251	FALSE			Unknown		unmapped	
96	130		52269	21252	FALSE			Unknown		unmapped	
97	130	b1470	A_07_P009441	21253	FALSE	yddJ	cmr|b1470|cmr|b1470|asap|ABE-0004904	"orf, hypothetical protein [b1470]"		unmapped	
98	130		38464	21254	FALSE			Unknown		unmapped	
99	130		15296	21255	FALSE			Unknown		unmapped	
100	130		57288	21256	FALSE			Unknown		unmapped	
101	130	E1A_r60_a20	(+)E1A_r60_a20	21257	pos	(+)E1A_r60_a20		Unknown		Unknown	
102	130		4125	21258	FALSE			Unknown		unmapped	
103	130		52300	21259	FALSE			Unknown		unmapped	
104	130		20911	21260	FALSE			Unknown		unmapped	
105	130		49730	21261	FALSE			Unknown		unmapped	
106	130		43638	21262	FALSE			Unknown		unmapped	
107	130		26267	21263	FALSE			Unknown		unmapped	
108	130		35316	21264	FALSE			Unknown		unmapped	
109	130		34797	21265	FALSE			Unknown		unmapped	
110	130		51022	21266	FALSE			Unknown		unmapped	
111	130		9007	21267	FALSE			Unknown		unmapped	
112	130		30365	21268	FALSE			Unknown		unmapped	
113	130		30442	21269	FALSE			Unknown		unmapped	
114	130		26886	21270	FALSE			Unknown		unmapped	
115	130		41827	21271	FALSE			Unknown		unmapped	
116	130		55218	21272	FALSE			Unknown		unmapped	
117	130		43070	21273	FALSE			Unknown		unmapped	
118	130		56689	21274	FALSE			Unknown		unmapped	
119	130		53621	21275	FALSE			Unknown		unmapped	
120	130		19482	21276	FALSE			Unknown		unmapped	
121	130		1991	21277	FALSE			Unknown		unmapped	
122	130		16109	21278	FALSE			Unknown		unmapped	
123	130		27077	21279	FALSE			Unknown		unmapped	
124	130		47312	21280	FALSE			Unknown		unmapped	
125	130		11961	21281	FALSE			Unknown		unmapped	
126	130		43978	21282	FALSE			Unknown		unmapped	
127	130		8088	21283	FALSE			Unknown		unmapped	
128	130		6100	21284	FALSE			Unknown		unmapped	
129	130		3xSLv1	21285	neg	3xSLv1		Unknown		Unknown	
130	130		14325	21286	FALSE			Unknown		unmapped	
131	130		47822	21287	FALSE			Unknown		unmapped	
132	130		53693	21288	FALSE			Unknown		unmapped	
133	130		16912	21289	FALSE			Unknown		unmapped	
134	130		39475	21290	FALSE			Unknown		unmapped	
135	130		3112	21291	FALSE			Unknown		unmapped	
136	130		31148	21292	FALSE			Unknown		unmapped	
137	130		26921	21293	FALSE			Unknown		unmapped	
138	130		41351	21294	FALSE			Unknown		unmapped	
139	130		9582	21295	FALSE			Unknown		unmapped	
140	130		44364	21296	FALSE			Unknown		unmapped	
141	130		50832	21297	FALSE			Unknown		unmapped	
142	130		9136	21298	FALSE			Unknown		unmapped	
143	130		51328	21299	FALSE			Unknown		unmapped	
144	130		15168	21300	FALSE			Unknown		unmapped	
145	130		733	21301	FALSE			Unknown		unmapped	
146	130		50588	21302	FALSE			Unknown		unmapped	
147	130		54188	21303	FALSE			Unknown		unmapped	
148	130		13037	21304	FALSE			Unknown		unmapped	
149	130		47724	21305	FALSE			Unknown		unmapped	
150	130		8216	21306	FALSE			Unknown		unmapped	
151	130		52355	21307	FALSE			Unknown		unmapped	
152	130	b1956	A_07_P015139	21308	FALSE	yedQ	cmr|b1956|cmr|b1956|asap|ABE-0006495	"orf, hypothetical protein [b1956]"		unmapped	
153	130	b1272	A_07_P014344	21309	FALSE	sohB	cmr|b1272|cmr|b1272|asap|ABE-0004267	putative protease [b1272]		unmapped	
154	130		36688	21310	FALSE			Unknown		unmapped	
155	130		1843	21311	FALSE			Unknown		unmapped	
156	130		7762	21312	FALSE			Unknown		unmapped	
157	130		48933	21313	FALSE			Unknown		unmapped	
158	130		22771	21314	FALSE			Unknown		unmapped	
159	130		5317	21315	FALSE			Unknown		unmapped	
160	130		37666	21316	FALSE			Unknown		unmapped	
161	130		589	21317	FALSE			Unknown		unmapped	
162	130		5148	21318	FALSE			Unknown		unmapped	
163	130		39116	21319	FALSE			Unknown		unmapped	
164	130		20298	21320	FALSE			Unknown		unmapped	
1	131		41303	21321	FALSE			Unknown		unmapped	
2	131		39559	21322	FALSE			Unknown		unmapped	
3	131		42447	21323	FALSE			Unknown		unmapped	
4	131		9039	21324	FALSE			Unknown		unmapped	
5	131		35295	21325	FALSE			Unknown		unmapped	
6	131		7320	21326	FALSE			Unknown		unmapped	
7	131		28161	21327	FALSE			Unknown		unmapped	
8	131		15108	21328	FALSE			Unknown		unmapped	
9	131		27096	21329	FALSE			Unknown		unmapped	
10	131		51037	21330	FALSE			Unknown		unmapped	
11	131		5040	21331	FALSE			Unknown		unmapped	
12	131		26150	21332	FALSE			Unknown		unmapped	
13	131		24607	21333	FALSE			Unknown		unmapped	
14	131	b1272	A_07_P014344	21334	FALSE	sohB	cmr|b1272|cmr|b1272|asap|ABE-0004267	putative protease [b1272]		unmapped	
15	131		11207	21335	FALSE			Unknown		unmapped	
16	131		55327	21336	FALSE			Unknown		unmapped	
17	131		44366	21337	FALSE			Unknown		unmapped	
18	131		25342	21338	FALSE			Unknown		unmapped	
19	131		39612	21339	FALSE			Unknown		unmapped	
20	131		52477	21340	FALSE			Unknown		unmapped	
21	131		468	21341	FALSE			Unknown		unmapped	
22	131		39006	21342	FALSE			Unknown		unmapped	
23	131		58510	21343	FALSE			Unknown		unmapped	
24	131		28084	21344	FALSE			Unknown		unmapped	
25	131		204	21345	FALSE			Unknown		unmapped	
26	131		13323	21346	FALSE			Unknown		unmapped	
27	131		10845	21347	FALSE			Unknown		unmapped	
28	131		33116	21348	FALSE			Unknown		unmapped	
29	131		4448	21349	FALSE			Unknown		unmapped	
30	131		18471	21350	FALSE			Unknown		unmapped	
31	131		10036	21351	FALSE			Unknown		unmapped	
32	131		44113	21352	FALSE			Unknown		unmapped	
33	131		3274	21353	FALSE			Unknown		unmapped	
34	131		9991	21354	FALSE			Unknown		unmapped	
35	131		24318	21355	FALSE			Unknown		unmapped	
36	131		16783	21356	FALSE			Unknown		unmapped	
37	131		27559	21357	FALSE			Unknown		unmapped	
38	131		22965	21358	FALSE			Unknown		unmapped	
39	131		21811	21359	FALSE			Unknown		unmapped	
40	131		31567	21360	FALSE			Unknown		unmapped	
41	131		59549	21361	FALSE			Unknown		unmapped	
42	131		16684	21362	FALSE			Unknown		unmapped	
43	131		8219	21363	FALSE			Unknown		unmapped	
44	131		47451	21364	FALSE			Unknown		unmapped	
45	131		30782	21365	FALSE			Unknown		unmapped	
46	131		18240	21366	FALSE			Unknown		unmapped	
47	131		19850	21367	FALSE			Unknown		unmapped	
48	131		13517	21368	FALSE			Unknown		unmapped	
49	131		33641	21369	FALSE			Unknown		unmapped	
50	131		31887	21370	FALSE			Unknown		unmapped	
51	131		20390	21371	FALSE			Unknown		unmapped	
52	131		59802	21372	FALSE			Unknown		unmapped	
53	131		48251	21373	FALSE			Unknown		unmapped	
54	131		3652	21374	FALSE			Unknown		unmapped	
55	131		39795	21375	FALSE			Unknown		unmapped	
56	131		20301	21376	FALSE			Unknown		unmapped	
57	131		56219	21377	FALSE			Unknown		unmapped	
58	131		34611	21378	FALSE			Unknown		unmapped	
59	131		31837	21379	FALSE			Unknown		unmapped	
60	131		24798	21380	FALSE			Unknown		unmapped	
61	131		59018	21381	FALSE			Unknown		unmapped	
62	131		21874	21382	FALSE			Unknown		unmapped	
63	131		57283	21383	FALSE			Unknown		unmapped	
64	131		39561	21384	FALSE			Unknown		unmapped	
65	131		41000	21385	FALSE			Unknown		unmapped	
66	131		55998	21386	FALSE			Unknown		unmapped	
67	131		35176	21387	FALSE			Unknown		unmapped	
68	131		7210	21388	FALSE			Unknown		unmapped	
69	131		23749	21389	FALSE			Unknown		unmapped	
70	131		25427	21390	FALSE			Unknown		unmapped	
71	131		18224	21391	FALSE			Unknown		unmapped	
72	131		15136	21392	FALSE			Unknown		unmapped	
73	131		48025	21393	FALSE			Unknown		unmapped	
74	131		12497	21394	FALSE			Unknown		unmapped	
75	131		55139	21395	FALSE			Unknown		unmapped	
76	131		50740	21396	FALSE			Unknown		unmapped	
77	131		21666	21397	FALSE			Unknown		unmapped	
78	131		4993	21398	FALSE			Unknown		unmapped	
79	131		4897	21399	FALSE			Unknown		unmapped	
80	131		46222	21400	FALSE			Unknown		unmapped	
81	131		8237	21401	FALSE			Unknown		unmapped	
82	131		28861	21402	FALSE			Unknown		unmapped	
83	131		46648	21403	FALSE			Unknown		unmapped	
84	131	b3713	A_07_P005486	21404	FALSE	yieF	cmr|b3713|cmr|b3713|asap|ABE-0012146	"orf, hypothetical protein [b3713]"		unmapped	
85	131		37107	21405	FALSE			Unknown		unmapped	
86	131		30841	21406	FALSE			Unknown		unmapped	
87	131		34667	21407	FALSE			Unknown		unmapped	
88	131		21311	21408	FALSE			Unknown		unmapped	
89	131		53850	21409	FALSE			Unknown		unmapped	
90	131		53288	21410	FALSE			Unknown		unmapped	
91	131		41722	21411	FALSE			Unknown		unmapped	
92	131		37476	21412	FALSE			Unknown		unmapped	
93	131		6986	21413	FALSE			Unknown		unmapped	
94	131		36812	21414	FALSE			Unknown		unmapped	
