"","ACCID","DB","Feature","Start","End","misc1","Strand","misc2","Notes","gene_synonym","locus_tag","GeneID","Parent","ID","gbkey","gene_biotype","gene","product","ECKnb"
"744","NC_000913.3","RefSeq","gene",779598,780389,".","+",".","ID=gene-b0742;Dbxref=ASAP:ABE-0002523,ECOCYC:EG12854,GeneID:947227;Name=cpoB;gbkey=Gene;gene=cpoB;gene_biotype=protein_coding;gene_synonym=ECK0731,ybgF;locus_tag=b0742","ECK0731,ybgF","b0742","947227",NA,"gene-b0742","Gene","protein_coding","cpoB","cell division coordinator CpoB","ECK0731"
"745","NC_000913.3","RefSeq","gene",780554,780629,".","+",".","ID=gene-b0743;Dbxref=ASAP:ABE-0002525,ECOCYC:EG30055,GeneID:945336;Name=lysT;gbkey=Gene;gene=lysT;gene_biotype=tRNA;gene_synonym=ECK0732,lysTalpha,sua,supG,supL,Su[beta];locus_tag=b0743","ECK0732,lysTalpha,sua,supG,supL,Su[beta]","b0743","945336",NA,"gene-b0743","Gene","tRNA","lysT","tRNA-Lys","ECK0732"
"746","NC_000913.3","RefSeq","gene",780765,780840,".","+",".","ID=gene-b0744;Dbxref=ASAP:ABE-0002527,ECOCYC:EG30109,GeneID:945331;Name=valT;gbkey=Gene;gene=valT;gene_biotype=tRNA;gene_synonym=ECK0733,valTa,valTalpha;locus_tag=b0744","ECK0733,valTa,valTalpha","b0744","945331",NA,"gene-b0744","Gene","tRNA","valT","tRNA-Val","ECK0733"
"747","NC_000913.3","RefSeq","gene",780843,780918,".","+",".","ID=gene-b0745;Dbxref=ASAP:ABE-0002529,ECOCYC:EG30057,GeneID:945338;Name=lysW;gbkey=Gene;gene=lysW;gene_biotype=tRNA;gene_synonym=ECK0734,lysT-beta,lysTbeta,su;locus_tag=b0745","ECK0734,lysT-beta,lysTbeta,su","b0745","945338",NA,"gene-b0745","Gene","tRNA","lysW","tRNA-Lys","ECK0734"
"748","NC_000913.3","RefSeq","gene",781068,781143,".","+",".","ID=gene-b0746;Dbxref=ASAP:ABE-0002531,ECOCYC:G6389,GeneID:945345;Name=valZ;gbkey=Gene;gene=valZ;gene_biotype=tRNA;gene_synonym=ECK0735,valTb,valTbeta;locus_tag=b0746","ECK0735,valTb,valTbeta","b0746","945345",NA,"gene-b0746","Gene","tRNA","valZ","tRNA-Val","ECK0735"
"749","NC_000913.3","RefSeq","gene",781147,781222,".","+",".","ID=gene-b0747;Dbxref=ASAP:ABE-0002533,ECOCYC:G6390,GeneID:945342;Name=lysY;gbkey=Gene;gene=lysY;gene_biotype=tRNA;gene_synonym=ECK0736,lysTg,lysTgamma;locus_tag=b0747","ECK0736,lysTg,lysTgamma","b0747","945342",NA,"gene-b0747","Gene","tRNA","lysY","tRNA-Lys","ECK0736"
"750","NC_000913.3","RefSeq","gene",781369,781444,".","+",".","ID=gene-b0748;Dbxref=ASAP:ABE-0002535,ECOCYC:G6391,GeneID:945352;Name=lysZ;gbkey=Gene;gene=lysZ;gene_biotype=tRNA;gene_synonym=ECK0737;locus_tag=b0748","ECK0737","b0748","945352",NA,"gene-b0748","Gene","tRNA","lysZ","tRNA-Lys","ECK0737"
"751","NC_000913.3","RefSeq","gene",781577,781652,".","+",".","ID=gene-b0749;Dbxref=ASAP:ABE-0002537,ECOCYC:G6392,GeneID:945353;Name=lysQ;gbkey=Gene;gene=lysQ;gene_biotype=tRNA;gene_synonym=ECK0738;locus_tag=b0749","ECK0738","b0749","945353",NA,"gene-b0749","Gene","tRNA","lysQ","tRNA-Lys","ECK0738"
"752","NC_000913.3","RefSeq","gene",782085,783128,".","+",".","ID=gene-b0750;Dbxref=ASAP:ABE-0002541,ECOCYC:EG10630,GeneID:945351;Name=nadA;gbkey=Gene;gene=nadA;gene_biotype=protein_coding;gene_synonym=ECK0739,nicA;locus_tag=b0750","ECK0739,nicA","b0750","945351",NA,"gene-b0750","Gene","protein_coding","nadA","quinolinate synthase","ECK0739"
"753","NC_000913.3","RefSeq","gene",783166,783885,".","+",".","ID=gene-b0751;Dbxref=ASAP:ABE-0002547,ECOCYC:EG11700,GeneID:945350;Name=pnuC;gbkey=Gene;gene=pnuC;gene_biotype=protein_coding;gene_synonym=ECK0740;locus_tag=b0751","ECK0740","b0751","945350",NA,"gene-b0751","Gene","protein_coding","pnuC","nicotinamide riboside transporter","ECK0740"
"754","NC_000913.3","RefSeq","gene",783882,784823,".","-",".","ID=gene-b0752;Dbxref=ASAP:ABE-0002549,ECOCYC:G6393,GeneID:945348;Name=zitB;gbkey=Gene;gene=zitB;gene_biotype=protein_coding;gene_synonym=ECK0741,ybgR;locus_tag=b0752","ECK0741,ybgR","b0752","945348",NA,"gene-b0752","Gene","protein_coding","zitB","Zn(2(+))/Cd(2(+))/Ni(2(+))/Cu(2(+)) exporter","ECK0741"
"755","NC_000913.3","RefSeq","gene",784937,785317,".","-",".","ID=gene-b0753;Dbxref=ASAP:ABE-0002553,ECOCYC:G6394,GeneID:945356;Name=ybgS;gbkey=Gene;gene=ybgS;gene_biotype=protein_coding;gene_synonym=ECK0742;locus_tag=b0753","ECK0742","b0753","945356",NA,"gene-b0753","Gene","protein_coding","ybgS","PF13985 family protein YbgS","ECK0742"
"756","NC_000913.3","RefSeq","gene",785633,786685,".","+",".","ID=gene-b0754;Dbxref=ASAP:ABE-0002560,ECOCYC:EG10079,GeneID:945605;Name=aroG;gbkey=Gene;gene=aroG;gene_biotype=protein_coding;gene_synonym=ECK0743;locus_tag=b0754","ECK0743","b0754","945605",NA,"gene-b0754","Gene","protein_coding","aroG","3-deoxy-7-phosphoheptulonate synthase%2C Phe-sensitive","ECK0743"
"757","NC_000913.3","RefSeq","gene",786843,787595,".","-",".","ID=gene-b0755;Dbxref=ASAP:ABE-0002563,ECOCYC:EG11699,GeneID:945068;Name=gpmA;gbkey=Gene;gene=gpmA;gene_biotype=protein_coding;gene_synonym=ECK0744,gpm;locus_tag=b0755","ECK0744,gpm","b0755","945068",NA,"gene-b0755","Gene","protein_coding","gpmA","2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase","ECK0744"
"758","NC_000913.3","RefSeq","gene",787797,788837,".","-",".","ID=gene-b0756;Dbxref=ASAP:ABE-0002566,ECOCYC:EG11698,GeneID:944943;Name=galM;gbkey=Gene;gene=galM;gene_biotype=protein_coding;gene_synonym=ECK0745;locus_tag=b0756","ECK0745","b0756","944943",NA,"gene-b0756","Gene","protein_coding","galM","galactose-1-epimerase","ECK0745"
"759","NC_000913.3","RefSeq","gene",788831,789979,".","-",".","ID=gene-b0757;Dbxref=ASAP:ABE-0002568,ECOCYC:EG10363,GeneID:945358;Name=galK;gbkey=Gene;gene=galK;gene_biotype=protein_coding;gene_synonym=ECK0746,galA;locus_tag=b0757","ECK0746,galA","b0757","945358",NA,"gene-b0757","Gene","protein_coding","galK","galactokinase","ECK0746"
"760","NC_000913.3","RefSeq","gene",789983,791029,".","-",".","ID=gene-b0758;Dbxref=ASAP:ABE-0002573,ECOCYC:EG10366,GeneID:945357;Name=galT;gbkey=Gene;gene=galT;gene_biotype=protein_coding;gene_synonym=ECK0747,galB;locus_tag=b0758","ECK0747,galB","b0758","945357",NA,"gene-b0758","Gene","protein_coding","galT","galactose-1-phosphate uridylyltransferase","ECK0747"
"761","NC_000913.3","RefSeq","gene",791039,792055,".","-",".","ID=gene-b0759;Dbxref=ASAP:ABE-0002575,ECOCYC:EG10362,GeneID:945354;Name=galE;gbkey=Gene;gene=galE;gene_biotype=protein_coding;gene_synonym=ECK0748,galD;locus_tag=b0759","ECK0748,galD","b0759","945354",NA,"gene-b0759","Gene","protein_coding","galE","UDP-glucose 4-epimerase","ECK0748"
"762","NC_000913.3","RefSeq","gene",792316,793788,".","-",".","ID=gene-b0760;Dbxref=ASAP:ABE-0002582,ECOCYC:EG11677,GeneID:945368;Name=modF;gbkey=Gene;gene=modF;gene_biotype=protein_coding;gene_synonym=chlD,ECK0749,phrA;locus_tag=b0760","chlD,ECK0749,phrA","b0760","945368",NA,"gene-b0760","Gene","protein_coding","modF","ABC family protein ModF","ECK0749"
"763","NC_000913.3","RefSeq","gene",793856,794644,".","-",".","ID=gene-b0761;Dbxref=ASAP:ABE-0002585,ECOCYC:G6395,GeneID:945366;Name=modE;gbkey=Gene;gene=modE;gene_biotype=protein_coding;gene_synonym=chlD,ECK0750,modR;locus_tag=b0761","chlD,ECK0750,modR","b0761","945366",NA,"gene-b0761","Gene","protein_coding","modE","DNA-binding transcriptional dual regulator ModE","ECK0750"
"764","NC_000913.3","RefSeq","gene",794773,794922,".","+",".","ID=gene-b0762;Dbxref=ASAP:ABE-0002595,ECOCYC:G6396,GeneID:945365;Name=acrZ;gbkey=Gene;gene=acrZ;gene_biotype=protein_coding;gene_synonym=ECK0751,ybhT;locus_tag=b0762","ECK0751,ybhT","b0762","945365",NA,"gene-b0762","Gene","protein_coding","acrZ","multidrug efflux pump accessory protein AcrZ","ECK0751"
"765","NC_000913.3","RefSeq","gene",795089,795862,".","+",".","ID=gene-b0763;Dbxref=ASAP:ABE-0002601,ECOCYC:EG12427,GeneID:945364;Name=modA;gbkey=Gene;gene=modA;gene_biotype=protein_coding;gene_synonym=ECK0752;locus_tag=b0763","ECK0752","b0763","945364",NA,"gene-b0763","Gene","protein_coding","modA","molybdate ABC transporter periplasmic binding protein","ECK0752"
"766","NC_000913.3","RefSeq","gene",795862,796551,".","+",".","ID=gene-b0764;Dbxref=ASAP:ABE-0002603,ECOCYC:EG10002,GeneID:945361;Name=modB;gbkey=Gene;gene=modB;gene_biotype=protein_coding;gene_synonym=chlJ,ECK0753,tslJ;locus_tag=b0764","chlJ,ECK0753,tslJ","b0764","945361",NA,"gene-b0764","Gene","protein_coding","modB","molybdate ABC transporter membrane subunit","ECK0753"
"767","NC_000913.3","RefSeq","gene",796554,797612,".","+",".","ID=gene-b0765;Dbxref=ASAP:ABE-0002605,ECOCYC:EG10152,GeneID:945362;Name=modC;gbkey=Gene;gene=modC;gene_biotype=protein_coding;gene_synonym=chlD,ECK0754,narD;locus_tag=b0765","chlD,ECK0754,narD","b0765","945362",NA,"gene-b0765","Gene","protein_coding","modC","molybdate ABC transporter ATP binding subunit","ECK0754"
"768","NC_000913.3","RefSeq","gene",797613,798431,".","-",".","ID=gene-b0766;Dbxref=ASAP:ABE-0002607,ECOCYC:EG11239,GeneID:945372;Name=ybhA;gbkey=Gene;gene=ybhA;gene_biotype=protein_coding;gene_synonym=ECK0755;locus_tag=b0766","ECK0755","b0766","945372",NA,"gene-b0766","Gene","protein_coding","ybhA","pyridoxal phosphate/fructose-1%2C6-bisphosphate phosphatase","ECK0755"
"769","NC_000913.3","RefSeq","gene",798586,799581,".","+",".","ID=gene-b0767;Dbxref=ASAP:ABE-0002611,ECOCYC:G6397,GeneID:946398;Name=pgl;gbkey=Gene;gene=pgl;gene_biotype=protein_coding;gene_synonym=ECK0756,ybhE;locus_tag=b0767","ECK0756,ybhE","b0767","946398",NA,"gene-b0767","Gene","protein_coding","pgl","6-phosphogluconolactonase","ECK0756"
"770","NC_000913.3","RefSeq","gene",799622,800575,".","-",".","ID=gene-b0768;Dbxref=ASAP:ABE-0002613,ECOCYC:G6398,GeneID:944869;Name=ybhD;gbkey=Gene;gene=ybhD;gene_biotype=protein_coding;gene_synonym=ECK0757;locus_tag=b0768","ECK0757","b0768","944869",NA,"gene-b0768","Gene","protein_coding","ybhD","putative DNA-binding transcriptional regulator YbhD","ECK0757"
"771","NC_000913.3","RefSeq","gene",800759,801811,".","+",".","ID=gene-b0769;Dbxref=ASAP:ABE-0002618,ECOCYC:G6399,GeneID:945375;Name=ybhH;gbkey=Gene;gene=ybhH;gene_biotype=protein_coding;gene_synonym=ECK0758;locus_tag=b0769","ECK0758","b0769","945375",NA,"gene-b0769","Gene","protein_coding","ybhH","putative isomerase YbhH","ECK0758"
"772","NC_000913.3","RefSeq","gene",801887,803320,".","+",".","ID=gene-b0770;Dbxref=ASAP:ABE-0002621,ECOCYC:G6400,GeneID:945377;Name=ybhI;gbkey=Gene;gene=ybhI;gene_biotype=protein_coding;gene_synonym=ECK0759;locus_tag=b0770","ECK0759","b0770","945377",NA,"gene-b0770","Gene","protein_coding","ybhI","putative tricarboxylate transporter","ECK0759"
"773","NC_000913.3","RefSeq","gene",803503,805764,".","+",".","ID=gene-b0771;Dbxref=ASAP:ABE-0002626,ECOCYC:G6401,GeneID:945380;Name=ybhJ;gbkey=Gene;gene=ybhJ;gene_biotype=protein_coding;gene_synonym=ECK0760;locus_tag=b0771","ECK0760","b0771","945380",NA,"gene-b0771","Gene","protein_coding","ybhJ","putative hydratase YbhJ","ECK0760"
"774","NC_000913.3","RefSeq","gene",805998,807281,".","-",".","ID=gene-b0772;Dbxref=ASAP:ABE-0002629,ECOCYC:EG12875,GeneID:945381;Name=ybhC;gbkey=Gene;gene=ybhC;gene_biotype=protein_coding;gene_synonym=ECK0761;locus_tag=b0772","ECK0761","b0772","945381",NA,"gene-b0772","Gene","protein_coding","ybhC","outer membrane lipoprotein YbhC","ECK0761"
"775","NC_000913.3","RefSeq","gene",807433,807909,".","-",".","ID=gene-b0773;Dbxref=ASAP:ABE-0002632,ECOCYC:EG11238,GeneID:945383;Name=ybhB;gbkey=Gene;gene=ybhB;gene_biotype=protein_coding;gene_synonym=ECK0762;locus_tag=b0773","ECK0762","b0773","945383",NA,"gene-b0773","Gene","protein_coding","ybhB","putative kinase inhibitor","ECK0762"
"776","NC_000913.3","RefSeq","gene",807968,809257,".","-",".","ID=gene-b0774;Dbxref=ASAP:ABE-0002635,ECOCYC:EG10117,GeneID:945376;Name=bioA;gbkey=Gene;gene=bioA;gene_biotype=protein_coding;gene_synonym=ECK0763;locus_tag=b0774","ECK0763","b0774","945376",NA,"gene-b0774","Gene","protein_coding","bioA","adenosylmethionine-8-amino-7-oxononanoate aminotransferase","ECK0763"
"777","NC_000913.3","RefSeq","gene",809344,810384,".","+",".","ID=gene-b0775;Dbxref=ASAP:ABE-0002644,ECOCYC:EG10118,GeneID:945370;Name=bioB;gbkey=Gene;gene=bioB;gene_biotype=protein_coding;gene_synonym=ECK0764;locus_tag=b0775","ECK0764","b0775","945370",NA,"gene-b0775","Gene","protein_coding","bioB","biotin synthase","ECK0764"
"778","NC_000913.3","RefSeq","gene",810381,811535,".","+",".","ID=gene-b0776;Dbxref=ASAP:ABE-0002646,ECOCYC:EG10121,GeneID:945384;Name=bioF;gbkey=Gene;gene=bioF;gene_biotype=protein_coding;gene_synonym=ECK0765;locus_tag=b0776","ECK0765","b0776","945384",NA,"gene-b0776","Gene","protein_coding","bioF","8-amino-7-oxononanoate synthase","ECK0765"
"779","NC_000913.3","RefSeq","gene",811522,812277,".","+",".","ID=gene-b0777;Dbxref=ASAP:ABE-0002648,ECOCYC:EG10119,GeneID:945388;Name=bioC;gbkey=Gene;gene=bioC;gene_biotype=protein_coding;gene_synonym=ECK0766;locus_tag=b0777","ECK0766","b0777","945388",NA,"gene-b0777","Gene","protein_coding","bioC","malonyl-acyl carrier protein methyltransferase","ECK0766"
"780","NC_000913.3","RefSeq","gene",812270,812947,".","+",".","ID=gene-b0778;Dbxref=ASAP:ABE-0002650,ECOCYC:EG10120,GeneID:945387;Name=bioD;gbkey=Gene;gene=bioD;gene_biotype=protein_coding;gene_synonym=ECK0767;locus_tag=b0778","ECK0767","b0778","945387",NA,"gene-b0778","Gene","protein_coding","bioD","dethiobiotin synthetase","ECK0767"
"781","NC_000913.3","RefSeq","gene",813526,815547,".","+",".","ID=gene-b0779;Dbxref=ASAP:ABE-0002658,ECOCYC:EG11062,GeneID:945385;Name=uvrB;gbkey=Gene;gene=uvrB;gene_biotype=protein_coding;gene_synonym=dar-1,dar-6,ECK0768;locus_tag=b0779","dar-1,dar-6,ECK0768","b0779","945385",NA,"gene-b0779","Gene","protein_coding","uvrB","UvrABC excision nuclease subunit B","ECK0768"
"782","NC_000913.3","RefSeq","gene",815739,816647,".","-",".","ID=gene-b0780;Dbxref=ASAP:ABE-0002661,ECOCYC:G6402,GeneID:945390;Name=ybhK;gbkey=Gene;gene=ybhK;gene_biotype=protein_coding;gene_synonym=ECK0769;locus_tag=b0780","ECK0769","b0780","945390",NA,"gene-b0780","Gene","protein_coding","ybhK","putative transferase YbhK","ECK0769"
"783","NC_000913.3","RefSeq","gene",817044,818033,".","+",".","ID=gene-b0781;Dbxref=ASAP:ABE-0002669,ECOCYC:EG11595,GeneID:945392;Name=moaA;gbkey=Gene;gene=moaA;gene_biotype=protein_coding;gene_synonym=bisA,chlA,chlA1,ECK0770,narA;locus_tag=b0781","bisA,chlA,chlA1,ECK0770,narA","b0781","945392",NA,"gene-b0781","Gene","protein_coding","moaA","GTP 3'%2C8'-cyclase","ECK0770"
"784","NC_000913.3","RefSeq","gene",818055,818567,".","+",".","ID=gene-b0782;Dbxref=ASAP:ABE-0002671,ECOCYC:EG11596,GeneID:945396;Name=moaB;gbkey=Gene;gene=moaB;gene_biotype=protein_coding;gene_synonym=chlA2,ECK0771;locus_tag=b0782","chlA2,ECK0771","b0782","945396",NA,"gene-b0782","Gene","protein_coding","moaB","protein MoaB","ECK0771"
"785","NC_000913.3","RefSeq","gene",818570,819055,".","+",".","ID=gene-b0783;Dbxref=ASAP:ABE-0002673,ECOCYC:EG11666,GeneID:945397;Name=moaC;gbkey=Gene;gene=moaC;gene_biotype=protein_coding;gene_synonym=chlA3,ECK0772;locus_tag=b0783","chlA3,ECK0772","b0783","945397",NA,"gene-b0783","Gene","protein_coding","moaC","cyclic pyranopterin monophosphate synthase","ECK0772"
"786","NC_000913.3","RefSeq","gene",819048,819293,".","+",".","ID=gene-b0784;Dbxref=ASAP:ABE-0002675,ECOCYC:EG11597,GeneID:945398;Name=moaD;gbkey=Gene;gene=moaD;gene_biotype=protein_coding;gene_synonym=chlA4,chlM,ECK0773;locus_tag=b0784","chlA4,chlM,ECK0773","b0784","945398",NA,"gene-b0784","Gene","protein_coding","moaD","molybdopterin synthase sulfur carrier subunit","ECK0773"
"787","NC_000913.3","RefSeq","gene",819295,819747,".","+",".","ID=gene-b0785;Dbxref=ASAP:ABE-0002678,ECOCYC:EG11598,GeneID:945399;Name=moaE;gbkey=Gene;gene=moaE;gene_biotype=protein_coding;gene_synonym=chlA5,ECK0774;locus_tag=b0785","chlA5,ECK0774","b0785","945399",NA,"gene-b0785","Gene","protein_coding","moaE","molybdopterin synthase catalytic subunit","ECK0774"
"788","NC_000913.3","RefSeq","gene",819884,820588,".","+",".","ID=gene-b0786;Dbxref=ASAP:ABE-0002685,ECOCYC:G6403,GeneID:945401;Name=ybhL;gbkey=Gene;gene=ybhL;gene_biotype=protein_coding;gene_synonym=ECK0775;locus_tag=b0786","ECK0775","b0786","945401",NA,"gene-b0786","Gene","protein_coding","ybhL","Bax1-I family protein YbhL","ECK0775"
"789","NC_000913.3","RefSeq","gene",820793,821506,".","+",".","ID=gene-b0787;Dbxref=ASAP:ABE-0002688,ECOCYC:G6404,GeneID:949001;Name=ybhM;gbkey=Gene;gene=ybhM;gene_biotype=protein_coding;gene_synonym=ECK0776;locus_tag=b0787","ECK0776","b0787","949001",NA,"gene-b0787","Gene","protein_coding","ybhM","Bax1-I family protein YbhM","ECK0776"
"790","NC_000913.3","RefSeq","gene",821542,822498,".","-",".","ID=gene-b0788;Dbxref=ASAP:ABE-0002690,ECOCYC:G6405,GeneID:945410;Name=ybhN;gbkey=Gene;gene=ybhN;gene_biotype=protein_coding;gene_synonym=ECK0777;locus_tag=b0788","ECK0777","b0788","945410",NA,"gene-b0788","Gene","protein_coding","ybhN","PF03706 family inner membrane protein YbhN","ECK0777"
"791","NC_000913.3","RefSeq","gene",822498,823739,".","-",".","ID=gene-b0789;Dbxref=ASAP:ABE-0002692,ECOCYC:G6406,GeneID:945409;Name=clsB;gbkey=Gene;gene=clsB;gene_biotype=protein_coding;gene_synonym=ECK0778,ybhO;locus_tag=b0789","ECK0778,ybhO","b0789","945409",NA,"gene-b0789","Gene","protein_coding","clsB","cardiolipin synthase B","ECK0778"
"792","NC_000913.3","RefSeq","gene",823736,824497,".","-",".","ID=gene-b0790;Dbxref=ASAP:ABE-0002696,ECOCYC:G6407,GeneID:945408;Name=ybhP;gbkey=Gene;gene=ybhP;gene_biotype=protein_coding;gene_synonym=ECK0779;locus_tag=b0790","ECK0779","b0790","945408",NA,"gene-b0790","Gene","protein_coding","ybhP","endonuclease/exonuclease/phosphatase domain-containing protein YbhP","ECK0779"
"793","NC_000913.3","RefSeq","gene",824630,825040,".","+",".","ID=gene-b0791;Dbxref=ASAP:ABE-0002699,ECOCYC:G6408,GeneID:945405;Name=ybhQ;gbkey=Gene;gene=ybhQ;gene_biotype=protein_coding;gene_synonym=ECK0780;locus_tag=b0791","ECK0780","b0791","945405",NA,"gene-b0791","Gene","protein_coding","ybhQ","inner membrane protein YbhQ","ECK0780"
"794","NC_000913.3","RefSeq","gene",825002,826108,".","-",".","ID=gene-b0792;Dbxref=ASAP:ABE-0002701,ECOCYC:G6409,GeneID:945403;Name=ybhR;gbkey=Gene;gene=ybhR;gene_biotype=protein_coding;gene_synonym=ECK0781;locus_tag=b0792","ECK0781","b0792","945403",NA,"gene-b0792","Gene","protein_coding","ybhR","ABC exporter membrane subunit YbhR","ECK0781"
"795","NC_000913.3","RefSeq","gene",826119,827252,".","-",".","ID=gene-b0793;Dbxref=ASAP:ABE-0002703,ECOCYC:G6410,GeneID:945411;Name=ybhS;gbkey=Gene;gene=ybhS;gene_biotype=protein_coding;gene_synonym=ECK0782;locus_tag=b0793","ECK0782","b0793","945411",NA,"gene-b0793","Gene","protein_coding","ybhS","ABC exporter membrane subunit YbhS","ECK0782"
"796","NC_000913.3","RefSeq","gene",827245,828981,".","-",".","ID=gene-b0794;Dbxref=ASAP:ABE-0002707,ECOCYC:G6411,GeneID:945413;Name=ybhF;gbkey=Gene;gene=ybhF;gene_biotype=protein_coding;gene_synonym=ECK0783;locus_tag=b0794","ECK0783","b0794","945413",NA,"gene-b0794","Gene","protein_coding","ybhF","ABC exporter ATP binding subunit YbhF","ECK0783"
"797","NC_000913.3","RefSeq","gene",828974,829972,".","-",".","ID=gene-b0795;Dbxref=ASAP:ABE-0002709,ECOCYC:G6412,GeneID:945414;Name=ybhG;gbkey=Gene;gene=ybhG;gene_biotype=protein_coding;gene_synonym=ECK0784;locus_tag=b0795","ECK0784","b0795","945414",NA,"gene-b0795","Gene","protein_coding","ybhG","HlyD_D23 family protein YbhG","ECK0784"
"798","NC_000913.3","RefSeq","gene",829972,830643,".","-",".","ID=gene-b0796;Dbxref=ASAP:ABE-0002711,ECOCYC:EG12406,GeneID:945421;Name=cecR;gbkey=Gene;gene=cecR;gene_biotype=protein_coding;gene_synonym=ECK0785,ybiH;locus_tag=b0796","ECK0785,ybiH","b0796","945421",NA,"gene-b0796","Gene","protein_coding","cecR","DNA-binding transcriptional dual regulator CecR","ECK0785"
"799","NC_000913.3","RefSeq","gene",830872,832236,".","+",".","ID=gene-b0797;Dbxref=ASAP:ABE-0002719,ECOCYC:EG11235,GeneID:945425;Name=rhlE;gbkey=Gene;gene=rhlE;gene_biotype=protein_coding;gene_synonym=ECK0786;locus_tag=b0797","ECK0786","b0797","945425",NA,"gene-b0797","Gene","protein_coding","rhlE","ATP-dependent RNA helicase RhlE","ECK0786"
"800","NC_000913.3","RefSeq","gene",832468,832950,".","-",".","ID=gene-b0798;Dbxref=ASAP:ABE-0002722,ECOCYC:EG11579,GeneID:945426;Name=ybiA;gbkey=Gene;gene=ybiA;gene_biotype=protein_coding;gene_synonym=ECK0787;locus_tag=b0798","ECK0787","b0798","945426",NA,"gene-b0798","Gene","protein_coding","ybiA","N-glycosidase YbiA","ECK0787"
"801","NC_000913.3","RefSeq","gene",833070,835220,".","+",".","ID=gene-b0799;Dbxref=ASAP:ABE-0002732,ECOCYC:EG11357,GeneID:945431;Name=dinG;gbkey=Gene;gene=dinG;gene_biotype=protein_coding;gene_synonym=ECK0788,rarB;locus_tag=b0799","ECK0788,rarB","b0799","945431",NA,"gene-b0799","Gene","protein_coding","dinG","ATP-dependent DNA helicase DinG","ECK0788"
"802","NC_000913.3","RefSeq","gene",835248,836210,".","+",".","ID=gene-b0800;Dbxref=ASAP:ABE-0002734,ECOCYC:EG11580,GeneID:945424;Name=ybiB;gbkey=Gene;gene=ybiB;gene_biotype=protein_coding;gene_synonym=ECK0789;locus_tag=b0800","ECK0789","b0800","945424",NA,"gene-b0800","Gene","protein_coding","ybiB","nonspecific DNA-binding protein YbiB","ECK0789"
"803","NC_000913.3","RefSeq","gene",836351,837436,".","+",".","ID=gene-b0801;Dbxref=ASAP:ABE-0002738,ECOCYC:EG11581,GeneID:945412;Name=hcxB;gbkey=Gene;gene=hcxB;gene_biotype=protein_coding;gene_synonym=ECK0790,ybiC;locus_tag=b0801","ECK0790,ybiC","b0801","945412",NA,"gene-b0801","Gene","protein_coding","hcxB","hydroxycarboxylate dehydrogenase B","ECK0790"
"804","NC_000913.3","RefSeq","gene",837435,837531,".","-",".","ID=gene-b4814;Dbxref=ECOCYC:G0-17089,GeneID:71004557;Name=zbiJ;gbkey=Gene;gene=zbiJ;gene_biotype=ncRNA;gene_synonym=ECK4671;locus_tag=b4814","ECK4671","b4814","71004557",NA,"gene-b4814","Gene","ncRNA","zbiJ","small regulatory RNA ZbiJ","ECK4671"
"805","NC_000913.3","RefSeq","gene",837503,837562,".","+",".","ID=gene-b4769;Dbxref=ECOCYC:G0-17015,GeneID:63925630;Name=ybiE;gbkey=Gene;gene=ybiE;gene_biotype=protein_coding;gene_synonym=ECK4626;locus_tag=b4769","ECK4626","b4769","63925630",NA,"gene-b4769","Gene","protein_coding","ybiE","protein YbiE","ECK4626"
"806","NC_000913.3","RefSeq","gene",837665,837925,".","-",".","ID=gene-b0802;Dbxref=ASAP:ABE-0002741,ECOCYC:EG12422,GeneID:945433;Name=ybiJ;gbkey=Gene;gene=ybiJ;gene_biotype=protein_coding;gene_synonym=ECK0791;locus_tag=b0802","ECK0791","b0802","945433",NA,"gene-b0802","Gene","protein_coding","ybiJ","DUF1471 domain-containing protein YbiJ","ECK0791"
"807","NC_000913.3","RefSeq","gene",838190,838456,".","-",".","ID=gene-b0803;Dbxref=ASAP:ABE-0002744,ECOCYC:EG12421,GeneID:945434;Name=ybiI;gbkey=Gene;gene=ybiI;gene_biotype=protein_coding;gene_synonym=ECK0792;locus_tag=b0803","ECK0792","b0803","945434",NA,"gene-b0803","Gene","protein_coding","ybiI","zinc finger domain-containing protein YbiI","ECK0792"
"808","NC_000913.3","RefSeq","gene",838530,839207,".","-",".","ID=gene-b0804;Dbxref=ASAP:ABE-0002746,ECOCYC:G6413,GeneID:947502;Name=ybiX;gbkey=Gene;gene=ybiX;gene_biotype=protein_coding;gene_synonym=ECK0793;locus_tag=b0804","ECK0793","b0804","947502",NA,"gene-b0804","Gene","protein_coding","ybiX","PKHD-type hydroxylase YbiX","ECK0793"
"809","NC_000913.3","RefSeq","gene",839249,841531,".","-",".","ID=gene-b0805;Dbxref=ASAP:ABE-0002749,ECOCYC:G6414,GeneID:946246;Name=fiu;gbkey=Gene;gene=fiu;gene_biotype=protein_coding;gene_synonym=ECK0794,ybiL;locus_tag=b0805","ECK0794,ybiL","b0805","946246",NA,"gene-b0805","Gene","protein_coding","fiu","iron catecholate outer membrane transporter Fiu","ECK0794"
