Start	End	Biotype	Strand	Name	Locus_tag	Product	ECKnb
1030759	1031418	protein_coding	C	yccA	b0970		ECK0961
1031625	1031712	tRNA	C	serT	b0971		ECK0962
1032139	1033257	protein_coding	D	hyaA	b0972		ECK0963
1033254	1035047	protein_coding	D	hyaB	b0973		ECK0964
1035066	1035773	protein_coding	D	hyaC	b0974		ECK0965
1035770	1036357	protein_coding	D	hyaD	b0975		ECK0966
1036354	1036752	protein_coding	D	hyaE	b0976		ECK0967
1036749	1037606	protein_coding	D	hyaF	b0977		ECK0968
1037740	1039284	protein_coding	D	appC	b0978		ECK0969
1039296	1040432	protein_coding	D	appB	b0979		ECK0970
1040445	1040537	protein_coding	D	appX	b4592		ECK4402
1040617	1041915	protein_coding	D	appA	b0980		ECK0971
1042030	1044210	protein_coding	C	etk	b0981		ECK0972
1044230	1044676	protein_coding	C	etp	b0982		ECK0973
1044664	1045803	protein_coding	C	gfcE	b0983		ECK0974
1045849	1047945	protein_coding	C	gfcD	b0984		ECK0975
1047945	1048691	protein_coding	C	gfcC	b0985		ECK0976
1048688	1049332	protein_coding	C	gfcB	b0986		ECK0977
1049439	1049744	protein_coding	C	gfcA	b0987		ECK0978
1049833	1050108	protein_coding	D	insA4	b4516		ECK0023
1050027	1050530	protein_coding	D	insB4	b0988		ECK0022
1050963	1051175	protein_coding	C	cspH	b0989		ECK0979
1051461	1051673	protein_coding	D	cspG	b0990		ECK0980
1051684	1051872	protein_coding	D	ymcF	b4723		ECK4580
1051847	1052077	protein_coding	D	ymcE	b0991		ECK0981
1052067	1052240	protein_coding	D	gnsA	b4517		ECK0982
1052289	1053362	protein_coding	C	yccM	b0992		ECK0983
1053434	1056178	protein_coding	C	torS	b0993		ECK0984
1056261	1057289	protein_coding	D	torT	b0994		ECK0985
1057262	1057954	protein_coding	C	torR	b0995		ECK0986
1058084	1059256	protein_coding	D	torC	b0996		ECK0987
1059256	1061802	protein_coding	D	torA	b0997		ECK0988
1061799	1062398	protein_coding	D	torD	b0998		ECK0989
1062550	1062855	protein_coding	C	cbpM	b0999		ECK0990
1062855	1063775	protein_coding	C	cbpA	b1000		ECK0991
1064036	1065292	protein_coding	D	yccE	b1001		ECK0992
1065585	1066826	protein_coding	D	agp	b1002		ECK0993
1066864	1067091	protein_coding	C	yccJ	b1003		ECK0994
1067112	1067708	protein_coding	C	wrbA	b1004		ECK0995
1068081	1068254	protein_coding	D	ymdF	b4518		ECK0996
1068511	1069839	protein_coding	C	rutG	b1006		ECK0997
1069860	1070354	protein_coding	C	rutF	b1007		ECK0998
1070365	1070955	protein_coding	C	rutE	b1008		ECK0999
1070965	1071765	protein_coding	C	rutD	b1009		ECK1000
1071773	1072159	protein_coding	C	rutC	b1010		ECK1001
1072171	1072863	protein_coding	C	rutB	b1011		ECK1002
1072863	1074011	protein_coding	C	rutA	b1012		ECK1003
1074242	1074880	protein_coding	D	rutR	b1013		ECK1004
1074920	1078882	protein_coding	C	putA	b1014		ECK1005
1079120	1079146	protein_coding	D	ymdG	b4737		ECK4594
1079305	1080813	protein_coding	D	putP	b1015		ECK1006
1082243	1083370	protein_coding	D	efeO	b1018		ECK1008
1083376	1084647	protein_coding	D	efeB	b1019		ECK1009
1084992	1086056	protein_coding	D	phoH	b1020		ECK1010
1086106	1086519	protein_coding	C	pgaD	b1021		ECK1011
1086521	1087846	protein_coding	C	pgaC	b1022		ECK1012
1087839	1089857	protein_coding	C	pgaB	b1023		ECK1013
1089866	1092289	protein_coding	C	pgaA	b1024		ECK1014
1092876	1094234	protein_coding	D	dgcT	b1025		ECK1015
1094275	1095141	protein_coding	C	insF4	b1026		ECK0299
1095138	1095437	protein_coding	C	insE4	b1027		ECK0298
1095843	1096829	protein_coding	D	ycdU	b1029		ECK1017
1097565	1097652	tRNA	C	serX	b1032		ECK1018
1097886	1098824	protein_coding	D	ghrA	b1033		ECK1019
1098879	1099616	protein_coding	D	ycdX	b1034		ECK1020
1099640	1100194	protein_coding	D	ycdY	b1035		ECK1021
1100296	1100787	protein_coding	D	ycdZ	b1036		ECK1022
1100851	1101684	protein_coding	C	csgG	b1037		ECK1023
1101711	1102127	protein_coding	C	csgF	b1038		ECK1024
1102152	1102541	protein_coding	C	csgE	b1039		ECK1025
1102546	1103196	protein_coding	C	csgD	b1040		ECK1026
1103951	1104406	protein_coding	D	csgB	b1041		ECK1027
1104447	1104902	protein_coding	D	csgA	b1042		ECK1028
1104961	1105293	protein_coding	D	csgC	b1043		ECK1029
1105414	1105725	protein_coding	D	ymdA	b1044		ECK1030
1105820	1106353	protein_coding	D	ymdB	b1045		ECK1031
1106355	1107776	protein_coding	D	clsC	b1046		ECK1032
1107784	1108941	protein_coding	C	opgC	b1047		ECK1033
1109335	1110870	protein_coding	D	opgG	b1048		ECK1034
1110863	1113406	protein_coding	D	opgH	b1049		ECK1035
1113579	1113806	protein_coding	D	yceK	b1050		ECK1036
1113807	1114181	protein_coding	C	msyB	b1051		ECK1037
1114264	1115490	protein_coding	C	mdtG	b1053		ECK1038
1115662	1116582	protein_coding	C	lpxL	b1054		ECK1039
1116807	1117859	protein_coding	D	trhO	b1055		ECK1040
1117901	1118476	protein_coding	C	yceI	b1056		ECK1041
1118480	1119046	protein_coding	C	yceJ	b1057		ECK1042
1119307	1119447	protein_coding	C	yceO	b1058		ECK1043
1119468	1120586	protein_coding	C	solA	b1059		ECK1044
1120701	1120955	protein_coding	C	bssS	b1060		ECK1045
1121242	1121487	protein_coding	C	dinI	b1061		ECK1046
1121561	1122607	protein_coding	C	pyrC	b1062		ECK1047
1122713	1123273	protein_coding	C	yceB	b1063		ECK1048
1123407	1124054	protein_coding	C	grxB	b1064		ECK1049
1124118	1125326	protein_coding	C	mdtH	b1065		ECK1050
1125562	1126146	protein_coding	D	rimJ	b1066		ECK1051
1126157	1126804	protein_coding	D	yceH	b1067		ECK1052
1126806	1127729	protein_coding	D	yceM	b1068		ECK1053
1127839	1129374	protein_coding	D	murJ	b1069		ECK1054
1129414	1129830	protein_coding	C	flgN	b1070		ECK1055
1129835	1130128	protein_coding	C	flgM	b1071		ECK1056
1130204	1130863	protein_coding	C	flgA	b1072		ECK1057
1131018	1131434	protein_coding	D	flgB	b1073		ECK1058
1131438	1131842	protein_coding	D	flgC	b1074		ECK1059
1131854	1132549	protein_coding	D	flgD	b1075		ECK1060
1132574	1133782	protein_coding	D	flgE	b1076		ECK1061
1133802	1134557	protein_coding	D	flgF	b1077		ECK1062
1134729	1135511	protein_coding	D	flgG	b1078		ECK1063
1135564	1136262	protein_coding	D	flgH	b1079		ECK1064
1136274	1137371	protein_coding	D	flgI	b1080		ECK1065
1137371	1138312	protein_coding	D	flgJ	b1081		ECK1066
1138378	1140021	protein_coding	D	flgK	b1082		ECK1067
1140033	1140986	protein_coding	D	flgL	b1083		ECK1068
1140986	1141063	ncRNA	D	flgO	b4826		ECK4683
1141182	1144367	protein_coding	C	rne	b1084		ECK1069
1144502	1144822	protein_coding	D	yceQ	b1085		ECK1070
1144940	1145899	protein_coding	D	rluC	b1086		ECK1071
1146011	1146595	protein_coding	C	yceF	b1087		ECK1072
1146589	1146757	ncRNA	D	sraB	b4418		ECK1073
1146794	1147315	protein_coding	D	yceD	b1088		ECK1074
1147367	1147540	protein_coding	D	rpmF	b1089		ECK1075
1147621	1148691	protein_coding	D	plsX	b1090		ECK1076
1148759	1149712	protein_coding	D	fabH	b1091		ECK1077
1149728	1150657	protein_coding	D	fabD	b1092		ECK1078
1150670	1151404	protein_coding	D	fabG	b1093		ECK1079
1151615	1151851	protein_coding	D	acpP	b1094		ECK1080
1151939	1153180	protein_coding	D	fabF	b1095		ECK1081
1153300	1154109	protein_coding	D	pabC	b1096		ECK1082
1154112	1155134	protein_coding	D	mltG	b1097		ECK1083
1155124	1155765	protein_coding	D	tmk	b1098		ECK1084
1155762	1156766	protein_coding	D	holB	b1099		ECK1085
1156777	1157574	protein_coding	D	ycfH	b1100		ECK1086
1157869	1159302	protein_coding	D	ptsG	b1101		ECK1087
1159362	1161551	protein_coding	C	fhuE	b1102		ECK1088
1161885	1162244	protein_coding	D	hinT	b1103		ECK1089
1162247	1162624	protein_coding	D	ycfL	b1104		ECK1090
1162638	1163279	protein_coding	D	lpoB	b1105		ECK1091
1163260	1164084	protein_coding	D	thiK	b1106		ECK1092
1164095	1165120	protein_coding	D	nagZ	b1107		ECK1093
1165143	1165685	protein_coding	D	ycfP	b1108		ECK1094
1166085	1167389	protein_coding	D	ndh	b1109		ECK1095
1167599	1168138	protein_coding	D	ycfJ	b1110		ECK1096
1168200	1168832	protein_coding	C	comR	b1111		ECK1097
1169073	1169330	protein_coding	D	bhsA	b1112		ECK1098
1169303	1169402	ncRNA	D	bhsB	b4832		ECK4689
1169412	1170374	protein_coding	C	ldtC	b1113		ECK1099
1170518	1173964	protein_coding	C	mfd	b1114		ECK1100
1174092	1175165	protein_coding	C	ycfT	b1115		ECK1101
1175427	1176626	protein_coding	D	lolC	b1116		ECK1102
1176619	1177320	protein_coding	D	lolD	b1117		ECK1103
1177320	1178564	protein_coding	D	lolE	b1118		ECK1104
1178593	1179504	protein_coding	D	nagK	b1119		ECK1105
1179520	1180359	protein_coding	D	cobB	b1120		ECK1106
1180479	1181267	protein_coding	C	ycfZ	b1121		ECK1107
1181264	1181725	protein_coding	C	ymfA	b1122		ECK1108
1181783	1182829	protein_coding	C	potD	b1123		ECK1109
1182826	1183620	protein_coding	C	potC	b1124		ECK1110
1183617	1184444	protein_coding	C	potB	b1125		ECK1111
1184458	1185594	protein_coding	C	potA	b1126		ECK1112
1185844	1187070	protein_coding	D	pepT	b1127		ECK1113
1187119	1188240	protein_coding	C	roxA	b1128		ECK1114
1188316	1189776	protein_coding	C	phoQ	b1129		ECK1115
1189776	1190447	protein_coding	C	phoP	b1130		ECK1116
1190616	1191986	protein_coding	C	purB	b1131		ECK1117
1191990	1192631	protein_coding	C	hflD	b1132		ECK1118
1192667	1193773	protein_coding	C	mnmA	b1133		ECK1119
1193827	1194288	protein_coding	C	nudJ	b1134		ECK1120
1194298	1194951	protein_coding	C	rluE	b1135		ECK1121
1195123	1196373	protein_coding	D	icd	b1136		ECK1122
1196711	1196782	ncRNA	D	C0293	b4806		ECK4663
1196867	1197532	protein_coding	C	ymfD	b1137		ECK1123
1197533	1198237	protein_coding	C	ymfE	b1138		ECK1124
1198695	1199588	protein_coding	D	lit	b1139		ECK1125
1199679	1200806	protein_coding	C	intE	b1140		ECK1126
1200787	1201032	protein_coding	C	xisE	b1141		ECK1127
1201069	1201380	protein_coding	C	ymfH	b1142		ECK1128
1201497	1201838	protein_coding	D	ymfI	b1143		ECK1129
1201776	1202084	protein_coding	C	ymfJ	b1144		ECK1130
1202259	1202933	protein_coding	C	ymfK	b1145		ECK1131
1203024	1203224	protein_coding	D	ymfT	b1146		ECK1132
1203268	1203825	protein_coding	D	ymfL	b1147		ECK1133
1203822	1204160	protein_coding	D	ymfM	b1148		ECK1134
1204170	1205537	protein_coding	D	ymfN	b1149		ECK1135
1205549	1205731	protein_coding	D	ymfR	b1150		ECK1136
1205731	1206204	protein_coding	D	beeE	b1151		ECK1137
1206913	1207497	protein_coding	D	ymfQ	b1153		ECK1139
1207501	1208130	protein_coding	D	ycfK	b1154		ECK1140
1208132	1208545	protein_coding	D	tfaP	b1155		ECK1141
1208517	1209119	protein_coding	C	tfaE	b1156		ECK1142
1209685	1210239	protein_coding	D	pinE	b1158		ECK1144
1210346	1211179	protein_coding	D	mcrA	b1159		ECK1145
1211680	1212003	protein_coding	C	iraM	b1160		ECK1147
1212260	1212304	protein_coding	C	ymgK	b4738		ECK4595
1212540	1212650	protein_coding	C	ymgL	b4739		ECK4596
1212703	1213107	protein_coding	C	ycgX	b1161		ECK1148
1213328	1214059	protein_coding	C	bluR	b1162		ECK1149
1214264	1215475	protein_coding	C	bluF	b1163		ECK1150
1215789	1216025	protein_coding	D	ycgZ	b1164		ECK1151
1216068	1216340	protein_coding	D	ymgA	b1165		ECK1152
1216369	1216635	protein_coding	D	ariR	b1166		ECK1153
1216748	1216996	protein_coding	D	ymgC	b1167		ECK1154
1217328	1218851	protein_coding	D	pdeG	b1168		ECK1155
1218983	1219201	protein_coding	D	ymgF	b4520		ECK1156
1222305	1222634	protein_coding	C	ymgD	b1171		ECK1158
1222644	1222988	protein_coding	C	ymgG	b1172		ECK1159
1222990	1223163	protein_coding	C	ymgI	b4593		ECK4403
1223264	1223449	protein_coding	D	ymgJ	b4594		ECK4404
1224279	1224545	protein_coding	C	minE	b1174		ECK1162
1224549	1225361	protein_coding	C	minD	b1175		ECK1163
1225385	1226080	protein_coding	C	minC	b1176		ECK1164
1226600	1226968	protein_coding	D	ycgJ	b1177		ECK1165
1227071	1227472	protein_coding	C	pliG	b1178		ECK1166
1227368	1227427	protein_coding	D	ymgN	b4816		ECK4673
1227681	1228007	protein_coding	D	ycgL	b1179		ECK1167
1228079	1228738	protein_coding	D	ycgM	b1180		ECK1168
1228815	1229276	protein_coding	D	ycgN	b1181		ECK1169
1229483	1230394	protein_coding	C	hlyE	b1182		ECK1170
1230767	1231186	protein_coding	D	umuD	b1183		ECK1171
1231186	1232454	protein_coding	D	umuC	b1184		ECK1172
1232500	1233030	protein_coding	C	dsbB	b1185		ECK1173
1233176	1234717	protein_coding	C	nhaB	b1186		ECK1174
1234938	1235657	protein_coding	D	fadR	b1187		ECK1175
1235709	1237241	protein_coding	C	ycgB	b1188		ECK1176
1237571	1238869	protein_coding	D	dadA	b1189		ECK1177
1238879	1239949	protein_coding	D	dadX	b1190		ECK1178
1240260	1240463	protein_coding	D	ymgM	b4740		ECK4597
1240335	1242071	protein_coding	C	cvrA	b1191		ECK1179
1242166	1243080	protein_coding	C	ldcA	b1192		ECK1180
1243180	1243791	protein_coding	D	emtA	b1193		ECK1181
1243793	1244527	protein_coding	C	ycgR	b1194		ECK1182
1244728	1244982	protein_coding	D	ymgE	b1195		ECK1183
1245160	1245600	protein_coding	D	ycgY	b1196		ECK1184
1245679	1247376	protein_coding	C	treA	b1197		ECK1185
1247696	1249114	protein_coding	C	dhaM	b1198		ECK1186
1249125	1249757	protein_coding	C	dhaL	b1199		ECK1187
1249768	1250838	protein_coding	C	dhaK	b1200		ECK1188
1251066	1252985	protein_coding	D	dhaR	b1201		ECK1189
1253085	1255952	protein_coding	C	ycgV	b1202		ECK1190
1256721	1257812	protein_coding	C	ychF	b1203		ECK1191
1257929	1258513	protein_coding	C	pth	b1204		ECK1192
1258791	1259069	protein_coding	D	ychH	b1205		ECK1193
1259124	1260803	protein_coding	C	dauA	b1206		ECK1194
1260928	1261875	protein_coding	C	prs	b1207		ECK1195
1262026	1262877	protein_coding	C	ispE	b1208		ECK1196
1262877	1263500	protein_coding	C	lolB	b1209		ECK1197
1263714	1264970	protein_coding	D	hemA	b1210		ECK1198
1265012	1266094	protein_coding	D	prfA	b1211		ECK1199
1266094	1266927	protein_coding	D	prmC	b1212		ECK1200
1266924	1267316	protein_coding	D	ychQ	b1213		ECK1201
1267320	1268129	protein_coding	D	ychA	b1214		ECK1202
1268165	1269019	protein_coding	D	kdsA	b1215		ECK1203
1269168	1269275	protein_coding	C	ldrA	b4419		ECK1204
1269323	1269389	ncRNA	D	rdlA	b4420		ECK1205
1269703	1269810	protein_coding	C	ldrB	b4421		ECK1206
1269858	1269923	ncRNA	D	rdlB	b4422		ECK1207
1270238	1270345	protein_coding	C	ldrC	b4423		ECK1208
1270393	1270460	ncRNA	D	rdlC	b4424		ECK1209
1270749	1271849	protein_coding	C	chaA	b1216		ECK1210
1272119	1272349	protein_coding	D	chaB	b1217		ECK1211
1272507	1273202	protein_coding	D	chaC	b1218		ECK1212
1273246	1273599	protein_coding	C	ychN	b1219		ECK1213
1273784	1275178	protein_coding	D	ychO	b1220		ECK1214
1275179	1275829	protein_coding	C	narL	b1221		ECK1215
1275822	1277618	protein_coding	C	narX	b1222		ECK1216
1277957	1279348	protein_coding	D	narK	b1223		ECK1217
1279337	1279520	ncRNA	D	narS	b4813		ECK4670
1279864	1283607	protein_coding	D	narG	b1224		ECK1218
1283604	1285142	protein_coding	D	narH	b1225		ECK1219
1285139	1285849	protein_coding	D	narJ	b1226		ECK1220
1285849	1286526	protein_coding	D	narI	b1227		ECK1221
1286709	1286984	protein_coding	D	ychS	b1228		ECK1222
1287066	1287236	ncRNA	C	rttR	b4425		ECK1223
1287087	1287176	protein_coding	C	tpr	b1229		ECK1224
1287244	1287328	tRNA	C	tyrV	b1230		ECK1225
1287538	1287622	tRNA	C	tyrT	b1231		ECK1226
1287782	1288624	protein_coding	C	purU	b1232		ECK1227
1288674	1289132	protein_coding	C	ychJ	b1233		ECK1228
1289245	1290150	protein_coding	D	rssA	b1234		ECK1229
1290242	1291255	protein_coding	D	rssB	b1235		ECK1230
1291457	1292365	protein_coding	D	galU	b1236		ECK1231
1292509	1292922	protein_coding	C	hns	b1237		ECK1232
1293527	1294144	protein_coding	D	tdk	b1238		ECK1233
1295446	1298121	protein_coding	C	adhE	b1241		ECK1235
1298514	1298567	protein_coding	D	ychT	b4771		ECK4627
1298598	1299245	protein_coding	D	ychE	b1242		ECK1236
1299567	1300547	protein_coding	D	insH21	b4711		ECK4568
1301182	1302813	protein_coding	D	oppA	b1243		ECK1237
1302899	1303819	protein_coding	D	oppB	b1244		ECK1238
1303834	1304742	protein_coding	D	oppC	b1245		ECK1239
1304754	1305767	protein_coding	D	oppD	b1246		ECK1240
1305764	1306768	protein_coding	D	oppF	b1247		ECK1241
1306821	1307150	protein_coding	C	yciU	b1248		ECK1242
1307185	1308645	protein_coding	C	clsA	b1249		ECK1243
1308788	1308961	protein_coding	D	yciY	b4595		ECK4405
1309016	1310269	protein_coding	C	kch	b1250		ECK1244
1310569	1310865	protein_coding	C	yciI	b1251		ECK1245
1311089	1311808	protein_coding	D	tonB	b1252		ECK1246
1311848	1312246	protein_coding	C	yciA	b1253		ECK1247
1312351	1312890	protein_coding	C	yciB	b1254		ECK1248
1312920	1313663	protein_coding	C	yciC	b1255		ECK1249
1314020	1314658	protein_coding	D	ompW	b1256		ECK1250
1314718	1315224	protein_coding	C	yciE	b1257		ECK1251
1315270	1315770	protein_coding	C	yciF	b1258		ECK1252
1315856	1316035	protein_coding	C	yciG	b1259		ECK1253
1316416	1317222	protein_coding	C	trpA	b1260		ECK1254
1317222	1318415	protein_coding	C	trpB	b1261		ECK1255
1318427	1319788	protein_coding	C	trpC	b1262		ECK1256
1319789	1321384	protein_coding	C	trpD	b1263		ECK1257
1321384	1322946	protein_coding	C	trpE	b1264		ECK1258
1323038	1323082	protein_coding	C	trpL	b1265		ECK1259
1323220	1324101	protein_coding	D	rnm	b1266		ECK1260
1324098	1324718	protein_coding	D	yciO	b1267		ECK1261
1324746	1326641	protein_coding	D	yciQ	b1268		ECK1262
1326852	1327727	protein_coding	D	rluB	b1269		ECK1263
1327767	1328357	protein_coding	C	btuR	b1270		ECK1264
1328354	1329112	protein_coding	C	yciK	b1271		ECK1265
1329332	1330381	protein_coding	D	sohB	b1272		ECK1266
1330417	1330668	protein_coding	C	yciN	b1273		ECK1267
1331048	1333645	protein_coding	D	topA	b1274		ECK1268
1333855	1334829	protein_coding	D	cysB	b1275		ECK1269
1335148	1335288	protein_coding	D	ymiA	b4522		ECK4433
1335291	1335458	protein_coding	D	yciX	b4523		ECK1270
1335572	1335667	protein_coding	D	ymiC	b4741		ECK4598
1335831	1338506	protein_coding	D	acnA	b1276		ECK1271
1338570	1339160	protein_coding	C	ribA	b1277		ECK1272
1339330	1340094	protein_coding	D	pgpB	b1278		ECK1273
1340243	1340551	protein_coding	D	lapA	b1279		ECK1274
1340558	1341727	protein_coding	D	lapB	b1280		ECK1275
1341921	1342658	protein_coding	D	pyrF	b1281		ECK1276
1342658	1342984	protein_coding	D	yciH	b1282		ECK1277
1343110	1343328	protein_coding	C	osmB	b1283		ECK1278
1343597	1344346	protein_coding	C	yciT	b1284		ECK1279
1344436	1344609	protein_coding	C	yciZ	b4596		ECK4406
1344647	1344775	protein_coding	D	ymiD	b4772		ECK4629
1344757	1346742	protein_coding	C	pdeR	b1285		ECK1280
1346796	1346900	protein_coding	D	ymiB	b4672		ECK4487
1346978	1348912	protein_coding	C	rnb	b1286		ECK1281
1348980	1350107	protein_coding	C	yciW	b1287		ECK1282
1350251	1351039	protein_coding	C	fabI	b1288		ECK1283
1351407	1351760	protein_coding	C	ycjD	b1289		ECK1284
1351828	1352634	protein_coding	C	sapF	b1290		ECK1285
1352636	1353628	protein_coding	C	sapD	b1291		ECK1286
1353628	1354518	protein_coding	C	sapC	b1292		ECK1287
1354505	1355470	protein_coding	C	sapB	b1293		ECK1288
1355467	1357110	protein_coding	C	sapA	b1294		ECK1289
1357423	1357668	protein_coding	C	ymjA	b1295		ECK1290
1357802	1359187	protein_coding	C	puuP	b1296		ECK1291
1359177	1359341	protein_coding	C	ymjE	b4742		ECK4599
1359490	1360908	protein_coding	C	puuA	b1297		ECK1292
1361120	1361884	protein_coding	D	puuD	b1298		ECK1293
1361911	1362468	protein_coding	D	puuR	b1299		ECK1294
1362743	1364230	protein_coding	D	puuC	b1300		ECK1295
1364232	1365512	protein_coding	D	puuB	b1301		ECK1296
1365550	1366815	protein_coding	D	puuE	b1302		ECK1297
1366935	1367912	protein_coding	C	pspF	b1303		ECK1298
1368079	1368747	protein_coding	D	pspA	b1304		ECK1299
1368801	1369025	protein_coding	D	pspB	b1305		ECK1300
1369025	1369384	protein_coding	D	pspC	b1306		ECK1301
1369393	1369614	protein_coding	D	pspD	b1307		ECK1302
1369689	1370003	protein_coding	D	pspE	b1308		ECK1303
1370216	1371895	protein_coding	D	ycjM	b1309		ECK1304
1371909	1373201	protein_coding	D	ycjN	b1310		ECK1305
1373222	1374103	protein_coding	D	ycjO	b1311		ECK1306
1374090	1374932	protein_coding	D	ycjP	b1312		ECK1307
1374963	1376015	protein_coding	D	ycjQ	b1313		ECK1308
1376034	1376822	protein_coding	D	ycjR	b1314		ECK1309
1376832	1377887	protein_coding	D	ycjS	b1315		ECK1310
1377884	1380151	protein_coding	D	ycjT	b1316		ECK1311
1380148	1380807	protein_coding	D	ycjU	b1317		ECK1312
1381947	1382852	protein_coding	D	ompG	b1319		ECK1315
1382963	1383961	protein_coding	C	ycjW	b1320		ECK1316
1384117	1385514	protein_coding	D	ycjX	b1321		ECK1317
1385511	1386572	protein_coding	D	ycjF	b1322		ECK1318
1386720	1388261	protein_coding	D	tyrR	b1323		ECK1319
1388305	1388811	protein_coding	C	tpx	b1324		ECK1320
1388930	1389895	protein_coding	D	ycjG	b1325		ECK1321
1389870	1390598	protein_coding	C	mpaA	b1326		ECK1322
1390680	1390862	protein_coding	C	ymjC	b4525		ECK1323
1390868	1390933	protein_coding	C	ymjD	b4673		ECK4488
1390933	1391853	protein_coding	C	ycjY	b1327		ECK1324
1391991	1392890	protein_coding	D	pgrR	b1328		ECK1325
1393227	1394840	protein_coding	D	mppA	b1329		ECK1326
1394891	1395922	protein_coding	C	ynaI	b1330		ECK1327
1396112	1397092	protein_coding	D	insH4	b1331		ECK0261
1397365	1397622	protein_coding	D	ynaJ	b1332		ECK1328
1397672	1398622	protein_coding	C	uspE	b1333		ECK1329
1398774	1399526	protein_coding	C	fnr	b1334		ECK1330
1399721	1400236	protein_coding	C	ogt	b1335		ECK1331
1400247	1401773	protein_coding	C	abgT	b1336		ECK1332
1401810	1403255	protein_coding	C	abgB	b1337		ECK1333
1403255	1404565	protein_coding	C	abgA	b1338		ECK1334
1404741	1405649	protein_coding	D	abgR	b1339		ECK1335
1405658	1405751	ncRNA	C	mcaS	b4426		ECK1336
1405979	1406542	protein_coding	D	smrA	b1340		ECK1337
1406563	1407795	protein_coding	C	dgcM	b1341		ECK1338
1407989	1408036	protein_coding	D	ynaN	b4773		ECK4630
1408050	1409033	protein_coding	D	zntB	b1342		ECK1339
1409129	1409250	ncRNA	D	fnrS	b4699		ECK4511
1409308	1409481	protein_coding	D	ynaL	b4743		ECK4600
1409511	1410884	protein_coding	D	dbpA	b1343		ECK1340
1411013	1411948	protein_coding	C	ttcA	b1344		ECK1341
1412000	1413235	protein_coding	C	intR	b1345		ECK1342
1413237	1413452	protein_coding	C	xisR	b1346		ECK1343
1413531	1413740	protein_coding	C	rcbA	b1347		ECK1344
1413556	1413734	ncRNA	D	ralA	b4714		ECK4571
1413733	1413927	protein_coding	C	ralR	b1348		ECK1345
1413984	1414793	protein_coding	C	recT	b1349		ECK1346
1414786	1417386	protein_coding	C	recE	b1350		ECK1347
1417488	1417763	protein_coding	C	racC	b1351		ECK1348
1417838	1418008	protein_coding	C	ydaE	b4526		ECK1349
1418008	1418229	protein_coding	C	kilR	b1352		ECK1350
1418405	1418502	ncRNA	C	kilS	b4833		ECK4690
1418671	1419159	protein_coding	D	sieB	b1353		ECK1351
1419156	1419311	protein_coding	C	ydaF	b4527		ECK1352
1419322	1419456	protein_coding	C	ydaG	b1355		ECK1353
1419765	1420241	protein_coding	C	racR	b1356		ECK1354
1420365	1420661	protein_coding	D	ydaS	b1357		ECK1355
1420684	1421106	protein_coding	D	ydaT	b1358		ECK1356
1421119	1421976	protein_coding	D	ydaU	b1359		ECK1357
1421983	1422729	protein_coding	D	ydaV	b1360		ECK1358
1422752	1423312	protein_coding	D	ydaW	b1361		ECK1359
1423400	1423585	protein_coding	D	rzoR	b4528		ECK1361
1423782	1425239	protein_coding	D	trkG	b1363		ECK1362
1425377	1425640	protein_coding	D	ynaK	b1365		ECK1363
1425621	1425980	protein_coding	D	ydaY	b1366		ECK1364
1426454	1427482	protein_coding	D	ynaA	b1368		ECK1365
1427746	1428726	protein_coding	C	insH5	b1370		ECK0261
1429049	1432411	protein_coding	D	stfR	b1372		ECK1367
1432411	1432986	protein_coding	D	tfaR	b1373		ECK1368
1433084	1433674	protein_coding	C	pinR	b1374		ECK1369
1433991	1434224	protein_coding	C	ynaE	b1375		ECK1370
1434293	1434406	protein_coding	C	ynaM	b4744		ECK4601
1435185	1435619	protein_coding	C	uspF	b1376		ECK1371
1435760	1436893	protein_coding	C	ompN	b1377		ECK1372
1437121	1437231	ncRNA	D	micC	b4427		ECK1373
1437260	1440784	protein_coding	C	ydbK	b1378		ECK1374
1441058	1441324	protein_coding	D	ydbJ	b4529		ECK1375
1441321	1441743	protein_coding	C	hslJ	b1379		ECK1376
1441854	1442843	protein_coding	C	ldhA	b1380		ECK1377
1443051	1445690	protein_coding	D	ydbH	b1381		ECK1378
1445687	1445872	protein_coding	D	ynbE	b1382		ECK1379
1445880	1446206	protein_coding	D	ydbL	b1383		ECK1380
1446378	1447283	protein_coding	C	feaR	b1384		ECK1381
1447519	1449018	protein_coding	D	feaB	b1385		ECK1382
1449076	1451349	protein_coding	C	tynA	b1386		ECK1383
1451597	1453642	protein_coding	C	paaZ	b1387		ECK1384
1453927	1454856	protein_coding	D	paaA	b1388		ECK1385
1454868	1455155	protein_coding	D	paaB	b1389		ECK1386
1455164	1455910	protein_coding	D	paaC	b1390		ECK1387
1455925	1456422	protein_coding	D	paaD	b1391		ECK1388
1456430	1457500	protein_coding	D	paaE	b1392		ECK1389
1457497	1458264	protein_coding	D	paaF	b1393		ECK1390
1458264	1459052	protein_coding	D	paaG	b1394		ECK1391
1459054	1460481	protein_coding	D	paaH	b1395		ECK1392
1460471	1460893	protein_coding	D	paaI	b1396		ECK1393
1460893	1462098	protein_coding	D	paaJ	b1397		ECK1394
1462125	1463438	protein_coding	D	paaK	b1398		ECK1395
1463539	1464489	protein_coding	D	paaX	b1399		ECK1396
1464471	1465061	protein_coding	D	paaY	b1400		ECK1397
1465165	1465230	protein_coding	C	ynbG	b4674		ECK4489
1467921	1468826	protein_coding	C	insD2	b1402		ECK0358
